Names,Ratings,Reviews,Basic Info,Services,Basic Info2,Description
Swiggy,4.1,2.4kReviews),"Private, Bangalore,Karnataka + 141 more, 8 years old, 10k-50k Employees (India)","Internet, Logistics, Startup, Indian Unicorn","About, Reviews 2.4k, Salaries 16.7k, Interviews 158, Jobs 350","Swiggy is India’s leading on-demand delivery platform with a tech-first approach to logistics and a solution-first approach to consumer demands. With a presence in 500 cities across India, partnerships with hundreds of thousands of restaurants, an employee base of over 5000, a 2 lakh+ strong independent fleet of Delivery Executives, we deliver unparalleled convenience driven by continuous innovation.Built on the back of robust ML technology and fuelled by terabytes of data processed every day, Swiggy offers a fast, seamless and reliable delivery experience for millions of customers across India.From starting out as a hyperlocal food delivery service in 2014, to becoming a logistics hub of excellence today, our capabilities result not only in lightning-fast delivery for customers, but also in a productive and fulfilling experience for our employees.With Swiggy’s New Supply and the recent launches of Swiggy Instamart, Swiggy Genie and Health Hub, we are consistently making waves in the market, while continually growing the opportunities we offer our people."
Hindustan Coca C...,4.4,2.2kReviews),"Private, Bangalore + 170 more, 25 years old, 5k-10k Employees (India)","Food Processing, Manufacturing, Retail, Beverage, MNC, Bangalore","About, Reviews 2.2k, Salaries 7.2k, Interviews 44, Jobs 63","HCCB – a company started in 1997 with the simple aim of making beverages for the India of the 21st century. Two decades later, we are one of India’s top FMCG companies. Only because fellow Indians, who have faith in the quality and purity of our products, pick our beverages, 477 times per second.What we do?ManufacturingOur 18 factories, spread across India, manufacture the beverages that India wants. And if it is about India, we better make the best. With stringent processes, world-class machines, state-of-the-art equipment, and the best packaging materials, we make 55 different beverage products in multiple categories.PackagingAt a very basic and functional level, they help keep your favourite beverages, safe, hygienic and consistent. At their most evolved, they can be ambassadors of goodwill and messengers of change. Packages are an integral part of the HCCB story.DistributionHCCB – where warehousing and logistics integrates seamlessly with manufacturing and planning. Because when it is about serving 442 beverages per second, across 493 districts, through 20 lakh retailers, supply chain and distribution capability holds the mirror on us."
Capgemini Techno...,4.1,2.2kReviews),Bengaluru/Bangalore + 23 more,,"About, Reviews 2.2k, Salaries 8.6k, Interviews 196, Jobs",
Optum,4.1,2.2kReviews),"Private, Minnesota + 20 more, 45 years old, 10k-50k Employees (India)",Healthcare,"About, Reviews 2.2k, Salaries 18.2k, Interviews 175, Jobs 7","Optum, part of UnitedHealth Group family of businesses, is a leading information and technology-enabled health services business. Our teams are dedicated to modernizing the health care system and improving the lives of people and communities. Serving virtually every dimension of the health system, we work with a diverse set of clients across 150 countries – from those who diagnose and treat patients to those who pay for care, deliver health services, and supply cures. Optum maintains operations across North America, South America, Europe, Asia Pacific, and the Middle East. Our innovative partnerships provide technology and tools that enable unprecedented collaboration and efficiency. As a result, we can tap into valuable health care data to uncover insights and develop strategies for better care at lower costs."
Automatic Data P...,4.2,2.1kReviews),"New Jersey + 12 more, 73 years old, 1k-5k Employees (India)","Consulting, Internet, Recruitment, Software Product, Forbes Global 2000","About, Reviews 2.1k, Salaries 16.7k, Interviews 86, Jobs 27","ADP India is India’s leading provider of compliance expertise across every state. We are a subsidiary of ADP Inc., the leading Human Capital Management solution provider in the world.ADP India partners with organisations across the Asia-Pacific region by offering highly-configurable Payroll and Statutory Compliance solutions. ADP India also offers solutions for critical functions such as Leave Management Systems and Time & Attendance for organisations of any size.Our solutions are fueled with the latest technology, keeping in mind our clients’ continuous needs for scalability, data security, disaster recovery and uninterrupted business continuity.ADP also offers a multi-country solution supported by locally established resources, rooted in over 68 years of industry expertise."
Atos,3.9,8.1kReviews),"Private, Vilnius,Vilniaus Apskritis + 31 more, 25 years old, 10k-50k Employees (India)","IT Services & Consulting, Forbes Global 2000","About, Reviews 8.1k, Salaries 24.1k, Interviews 118, Jobs 2","Atos’ history spans a century, from Fredrik Rosing Bull first creating the tabulating machine to Europe’s number one digital services provider.Every day our 110,000 people in 73 countries are developing and implementing innovative digital solutions that support the business transformation of clients and address the environmental and social challenges we all face.Atos is the Worldwide Information Technology Partner for the Olympic & Paralympic Games and operates under the brands Atos, Atos Syntel, and Unify. Atos is a SE (Societas Europaea), listed on the CAC40 Paris stock index."
VE Commercial Ve...,4.0,2.1kReviews),"Private, Gurgaon/Gurugram,Haryana + 104 more, 14 years old, 1k-5k Employees (India)","Automobile, Manufacturing, Auto Components, Gurgaon/Gurugram,Haryana","About, Reviews 2.1k, Salaries 10.7k, Interviews 88, Jobs 8","VE Commercial Vehicles Limited is a joint venture between the Volvo Group (Volvo) and Eicher Motors Limited (EML), headquartered at New Delhi since July 2008. It is a partnership that brings together global leadership in technology, quality, safety, and environmental care, and aims at driving modernization in the commercial transportation, both in India as well as other developing markets.The first Eicher truck was rolled out from its manufacturing plant at Pithampur, Madhya Pradesh in 1986, and after completing 33 years of operations in June 2019, the products have got endorsement from happy customers of over 7,41,786 vehicle"
Macleods Pharmac...,3.9,2.1kReviews),"Public, Mumbai,Maharashtra + 76 more, 36 years old, 5k-10k Employees (India)","Biotech & Life sciences, Pharma, Public, Mumbai,Maharashtra","About, Reviews 2.1k, Salaries 12.2k, Interviews 75, Jobs 6","A Vertically Integrated Global Pharmaceutical CompanyHaving a vision to provide quality healthcare to humanity and with special focus on essential and difficult to make medicines, Macleods Pharmaceuticals Ltd, was incorporated in 1986.Macleods has enjoyed rapid growth in the recent years, growing at an average growth rate of over 22% for the past 5 years.Macleods with its experience spanning more than two decades has emerged as a force to reckon with in global pharmaceutical market. With an asset of more than 10,000 professionally qualified employees across the globe, Macleods a multiple location organization, is based out of Mumbai, India.With expertise in range of formulations ranging from tablets to sterile dosage form and from inhalation to novel drug delivery system, Macleods is currently ranked 10th (on mat basis source IMS) in Indian Pharmaceutical Industry and is recognized as one of the fastest growing pharmaceutical company in India. Pioneering efforts of Macleods in providing medications for both chronic and acute therapy, with world- class state-of-the-art manufacturing facilities approved by various regulatory authorities of many countries and well equipped R&D, analytical and bioequivalence center audited by various regulatory authorities makes Macleods truly a global pharmaceutical company"
Varun Beverages,4.0,2.1kReviews),"Public, Gurgaon/Gurugram,Haryana + 198 more, 27 years old, 10k-50k Employees (India)","Food Processing, Manufacturing, Beverage, Fortune India 500, Public, Gurgaon/Gurugram,Haryana","About, Reviews 2.1k, Salaries 9.5k, Interviews 73, Jobs 64","We are the second largest franchisee in the world (outside US) of carbonated soft drinks (“CSDs”) and non-carbonated beverages (“NCBs”) sold under trademarks owned by PepsiCo and a key player in the beverage industry. We produce and distribute a wide range of CSDs, as well as a large selection of NCBs, including packaged drinking water. PepsiCo CSD brands sold by us include Pepsi, Diet Pepsi, Seven-Up, Mirinda Orange, Mirinda Lemon, Mountain Dew, Seven-Up Nimbooz Masala Soda, Evervess Soda, Duke’s Soda and Sting. PepsiCo NCB brands sold by us include Tropicana (100%, Essentials & Delight), Tropicana Slice, Tropicana Frutz, Seven-Up Nimbooz, Gatorade and Quaker Oat Milk as well as packaged drinking water under the brand Aquafina. In addition, we have also been granted the franchise for Ole brand of PepsiCo products in Sri Lanka."
Simplex Infrastr...,3.6,2.3kReviews),"Public, Kolkata,West Bengal + 125 more, 98 years old, 1k-5k Employees (India)","Metals & Mining, Urban Transport, Engineering & Construction, Fortune India 500, Public, Kolkata,West Bengal","About, Reviews 2.3k, Salaries 8.3k, Interviews 34, Jobs 13","Simplex Infrastructures Ltd. is a diversified company established in 1924 and executing projects in several sectors like Transport, Energy & Power, Mining, Buildings, Marine, Real Estate etc.Simplex is one of the construction leaders in India for nearly 90 years executing projects with consistent quality assurance, cost control and adherence to milestones in a safe environment as per the customer requirements. It promotes the culture of sharing rich and varied experience with staff members, as also with clients and thereby benefits and helps the growth of the construction fraternity and society at large.The Company has been closely associated with the country’s infrastructure building with over 2600 completed projects spanning almost all the gamut of construction industry."
Wipro Enterprise...,3.9,5.1kReviews),"Bangalore + 69 more, 77 years old, 1 Lakh+ Employees (India)","IT Services & Consulting, Bangalore","About, Reviews 5.1k, Salaries 4.7k, Interviews 81, Jobs","Wipro Enterprises has Wipro Consumer Care and Lighting and Wipro Infrastructure Engineering under its umbrella. Wipro Consumer Care & Lighting is a leading FMCG business in Personal Care, Home Care, Lighting & Switches and Office Furniture. Wipro Infrastructure Engineering is a diversified engineering business in the fields of Hydraulics, Water Treatment, Additive Manufacturing, Aerospace and Automation Solutions.Wipro Consumer Care and Lighting is among the fastest growing FMCG businesses in its operating geographies of Asia and the Middle East, with revenues of over Rs.7150 Crs. Its businesses include personal wash products, skincare products, male grooming products, toiletries, wellness products, household products, electrical wire devices, domestic and commercial Lighting and modular office furniture. It has a strong brand presence with significant market share across segments in India, South East Asia and the Middle East. In 2018-19 Wipro Consumer Care & Lighting, grew ahead of industry, to consolidate its position and market shares across geographies."
Muthoot Group,3.6,4.8kReviews),"Public, Wedel,Schleswig-holstein + 333 more, 135 years old, 1k-5k Employees (India)","Internet, NBFC, Conglomerate, Public","About, Reviews 4.8k, Salaries 4.6k, Interviews 40, Jobs","The Muthoot Group is a flourishing business empire that has pervaded into each and every big & small town of the country, is home to 20 diversified divisions and 4500 plus branches with a global presence. Over 2 Lakh customers visit The Muthoot Group branches every day. The Group has served over 60 crore customers (including repeat customers) till date. The story of The Muthoot Group is built on the foundations of passion, commitment, honesty, traditions and values. Our principle of continuous growth and expansion forms the essence of all our activities."
NatWest Group,4.1,2.3kReviews),"Government, Gurgaon/Gurugram + 20 more, 10k-50k Employees (India)","Financial Services, Banking, Forbes Global 2000","About, Reviews 2.3k, Salaries 16.2k, Interviews 63, Jobs","NatWest Group has a leading retail business and is the largest business and commercial bank in the UK. We offer market-leading digital capabilities combined with expert human support to personal customers, and we are the biggest supporter of the business sector – banking around 1 in 4 businesses across the UK and Ireland, from start-ups to multinationals."
Randstad,4.1,2.1kReviews),"Private, Chennai,Tamil Nadu + 206 more, 30 years old, 1k-5k Employees (India)","Recruitment, Conglomerate","About, Reviews 2.1k, Salaries 10.4k, Interviews 115, Jobs 2.1k","We live in a post-digital age, an era of constant technological change, transforming rapidly the way we live, work and relate to each other. Technology has become an everyday component in our lives; it is the invisible engine that powers the world around us. In a 24/7 economy, clients have different needs. The way they work is changing and this also influences the skills and talent they need. New, digital HR solutions and tools are disrupting our market by drastically changing the way people connect to jobs and the role we play in this space. Clients and candidates expect to be served anywhere, anytime, and through any device, in a way we never imagined possible before, influencing the way we work.Therefore, Randstad is investing heavily in new technologies, making a giant leap forward into the world of tech. We are acquiring external knowledge and expertise through acquisitions and the Randstad Innovation Fund, and innovating through our Digital Factory. It will enable us to shape our new role and ensure our leading position in an industry becoming predominantly digital and data driven.Where others brace for disruption, we see underlying continuity. Our ongoing journey is not just about digital transformation. While innovative technology will be necessary for connecting clients and candidates in the future, improving our tools is not the end of the story. Offering a seamless digital experience is only the price of entry – what matters most and will have a greater impact than ever before is our unique added value: the human touch we bring to the table. In a fast changing digital world clients and candidates want a trusted human partner. It is here, at the intersection between technology and humanity, where we can distinguish ourselves from our competitors by delivering a true human experience."
Gati kwe,4.2,2.1kReviews),"Private, Hyderabad/Secunderabad,Telangana + 144 more, 10 years old, 5k-10k Employees (India)","Logistics / Shipping, Logistics, Hyderabad/Secunderabad,Telangana","About, Reviews 2.1k, Salaries 6.4k, Interviews 60, Jobs 23","Gati-KWE is an unmatched leader in Express Distribution and Supply Chain Solutions, committed to make their customers’ business always ‘Ahead in reach’ while partnering with them to elegantly customize the delivery offering.Gati-Kintetsu Express Private Limited (Gati-KWE) is a joint venture company between Gati – India’s pioneer and leader in Express Distribution and Supply Chain Solutions and Kintetsu World Express Japan’s leading logistics provider. Following the joint venture Gati-KWE today offers an unmatched service offering that brings in local experience with global expertise. Gati-KWE is a 5500 people strong company with an annual turnover of Rs 15273 million.An intrinsic network that spans the length and breadth of India – Gati-KWE has a reach of more than 99% of districts in India. A large fleet of more than 5000 vehicles and an assured space across 32 airline sectors ensures that your shipments are delivered in the right time at the right place.Gati-KWE today is the most preferred Express Distribution and Supply Chain Solutions provider because of the ability to handle every distribution need. Gati-KWE offers services that are customized to the requirements, be it a Premium service – for time critical shipments or an Express Service for cost effective and direct express route connectivity. Taking a step forward, Gati-KWE’s Supply Chain Solution division offers an integrated Supply Chain services to businesses across industry verticals. Be it flexible point-to-point distribution solutions or complex end-to-end integrated logistics solutions or supply chain management, Gati-KWE does it all with great effectiveness and reliability, and enjoys the trust of a large customer base."
Indian Air Force,4.6,2.1kReviews),"Private, New Delhi,Delhi + 99 more, 90 years old, 1 Lakh+ Employees (India)","Defence & Aerospace, Federal Agencies, New Delhi,Delhi","About, Reviews 2.1k, Salaries 5k, Interviews 18, Jobs",The Indian Air Force is the air arm of the Indian Armed Forces. Its complement of personnel and aircraft assets ranks fourth amongst the air forces of the world. Its primary mission is to secure Indian airspace and to conduct aerial warfare during armed conflict.
Alembic Pharmace...,4.1,2.1kReviews),"Public, Vadodara/Baroda,Gujrat + 118 more, 115 years old, 10k-50k Employees (India)","Real Estate, Engineering & Construction, Biotechnology, Pharma, Fortune India 500, Public","About, Reviews 2.1k, Salaries 11.7k, Interviews 104, Jobs 39","Established in 1907, Alembic Pharmaceuticals Limited is a leading pharmaceutical company in India. The Company is vertically integrated with the ability to develop, manufacture and market pharmaceutical products, pharmaceutical substances and Intermediates. Alembic is the market leader in the Macrolides segment of anti-infective drugs in India.Alembic's manufacturing facilities are located in Vadodara and Baddi in Himachal Pradesh. The plant at Vadodara has the largest fermentation capacity in India. The Panelav facility houses the API and formulation manufacturing (both US FDA approved) plants. The plant at Baddi, Himachal Pradesh manufactures formulations for the domestic and non-regulated export market. The company has a state of the art Research Centre at Vadodara."
American Express,4.4,2.1kReviews),"Private, New York City,New York + 36 more, 172 years old, 10k-50k Employees (India)","Financial Services, Forbes Global 2000","About, Reviews 2.1k, Salaries 16.9k, Interviews 149, Jobs 178","Since our earliest days, we’ve strived to find new ways to enrich our customers’ lives, have their backs and provide our special brand of service, in ways both big and small.Even as our business transformed – from freight forwarding to travel to cards to innovative digital products and services – one thing has remained constant: our unwavering commitment to earn our customers’ loyalty for the long haul.That standard of excellence guides us today. We promise to understand, respect and back our customers, and help them on their personal journeys. Because when our customers thrive, so do we."
Bel,4.2,2kReviews),"Private, Bangalore/Bengaluru,Karnataka + 34 more, 68 years old, 5k-10k Employees (India)","Airlines / Aviation / Aerospace, Consumer goods, Defence & Aerospace, Manufacturing, Electronics, Electrical Equipment, Conglomerate, Government, Fortune India 500, Bangalore/Bengaluru,Karnataka","About, Reviews 2k, Salaries 9.2k, Interviews 112, Jobs","In 1954, in a newly independent India, the need was utmost to develop indigenous industry. The dream of a self-reliant India gave birth to many Public Sector Undertakings. Bharat Electronics Limited (BEL) was one such dream, which has come a long way since then with the far-sighted vision of its pioneers, the dedication and hard work of its employees, support and faith of its customers and the Government of India. The Government’s clarion call for ‘Make in India’ resonates with what BEL has been successfully doing for over 6 decades.From humble beginnings in 1954, when BEL was set up in association with CSF, France (now, Thales), to manufacture basic communication equipment, BEL now produces a wide range of state-of-the-art equipment in fields such as Defence Communication, Radars, Naval Systems, C4I Systems, Weapon Systems, Homeland Security, Telecom & Broadcast Systems, Electronic Warfare, Tank Electronics, Electro Optics, Professional Electronic Components and Solar Photovoltaic Systems, BEL also provides turnkey system solutions. Civilian products from BEL include Electronic Voting Machines, Tablet PC, solar-powered traffic signal systems and Access Control Systems.Starting from a single Unit in Jalahalli, Bangalore, BEL has established its presence across the country by setting up eight other Units – in Ghaziabad, Pune, Machilipatnam, Panchkula, Kotdwara, Navi Mumbai, Chennai and Hyderabad. Each Unit has a specific product mix and customer focus. BEL has also set up a wide network of offices and service centres countrywide as well as two overseas offices – at New York and Singapore.BEL was established to meet the specialized electronic equipment requirements of the Indian Defence Services. While this continues to be its prime focus, the Company has a significant presence in the civilian market, too. BEL exports some of its products and services to a number of countries as well."
Shoppers Stop,4.3,2kReviews),"Public, Mumbai,Maharashtra + 56 more, 31 years old, 5k-10k Employees (India)","Retail, Conglomerate, Public, Mumbai,Maharashtra","About, Reviews 2k, Salaries 7.7k, Interviews 51, Jobs 12","Shoppers Stop stores have an unparalleled assortment of leading international and national brands in clothing for men, women, and kids, accessories, fragrances, cosmetics, footwear; home furnishing and decor products. The stores aim to provide shoppers a truly international shopping destination.Shoppers Stop has experienced and professional team that follows practices and systems which are world-class. The associates are passionate about providing the customers the best shopping experience. This vision has helped Shoppers Stop to grow from a single store in 1991 to the largest chain of department stores in India today.At Shoppers Stop the belief is in providing a fantastic shopping experience to the customers and setting benchmarks to gain success"
CMS IT Services,3.2,2kReviews),"Private, Bangalore,Karnataka + 121 more, 8 years old, 5k-10k Employees (India)","Internet, Manufacturing, Retail, Fashion & Textile, IT Services & Consulting, Startup","About, Reviews 2k, Salaries 11.3k, Interviews 64, Jobs 22","As one of India’s top IT services firms, CMS IT services has support infrastructure spread across 30 branches and 220 direct support locations in India. CMS IT provides complete solutions to large corporations across all sectors, including banking, insurance, retail, telecom and manufacturing.CMS IT provides new, cost-effective and cutting-edge IT infrastructure solutions that are reliable, resilient and responsive.CMS IT Managed Services includes high quality, end-to-end IT infrastructure solutions to cost-effectively manage your IT operations efficiently. CMS IT Asset Management Services provides innovative technology support solutions.CMS IT Support Services ensures that the functioning of your systems is optimized with end user support and data center management. CMS IT System Integration Services includes cutting edge solutions to install and integrate hardware and software to manage complex IT implementation projects successfully"
Cgi Group,4.2,2.1kReviews),"Private, Montreal,Quebec + 13 more, 46 years old, 10k-50k Employees (India)","IT Services & Consulting, Marketing & Advertising, Forbes Global 2000","About, Reviews 2.1k, Salaries 30.1k, Interviews 119, Jobs 448","Founded in 1976, CGI is among the largest IT and business consulting services firms in the world. We are insights-driven and outcome-based to help accelerate returns on your IT and business investments.In all we do, our goal is to build trusted relationships through client proximity, providing industry and technology expertise to help you meet the needs of your customers and citizens."
Piramal Capital ...,4.3,2kReviews),"Mumbai + 233 more, 2 years old, 5k-10k Employees (India)","Financial Services, NBFC, Fortune India 500, Mumbai","About, Reviews 2k, Salaries 9.5k, Interviews 86, Jobs 17","Piramal Capital & Housing Finance (PCHF), wholly owned subsidiary of Piramal Enterprises Limited (the flagship company of Piramal Group), is registered as a housing finance company with National Housing Bank (NHB) and engaged in various financial services businesses. It provides both wholesale and retail funding opportunities across sectors. In real estate, the platform provides housing finance and other financing solutions across the entire capital stack ranging from early stage private equity, structured debt, senior secured debt, construction finance and flexi lease rental discounting. Hospitality sector financing is a recent foray of PCHF. Here we are providing financing solutions to hotels which will be operated by branded players in established and emerging markets. The wholesale business in non-real estate sector includes separate verticals - Corporate Finance Group (CFG) and Emerging Corporate Lending (ECL). CFG provides customized funding solutions to companies across sectors such as infrastructure, renewable energy, roads, industrials, auto components etc. while ECL focuses on lending towards Small and Medium Enterprises (SMEs)."
Arvind Group,4.1,2.4kReviews),"Public, Ahmedabad,Gujrat + 126 more, 91 years old, 10k-50k Employees (India)","Manufacturing, Fashion & Textile, Conglomerate, Fortune India 500, Public, Ahmedabad,Gujrat","About, Reviews 2.4k, Salaries 7.9k, Interviews 29, Jobs 35","We are a fashion powerhouse that is also building new age homes.We are a global leader in apparel manufacturing that is also transforming water management. A denim pioneer that is a trailblazer in advanced materials.A wearable technology manufacturer that is also delivering state-of-the-art engineering solutions.That’s where a US$ 1.7 billion dollar conglomerate stands today.Where we aren’t just driven by bottom lines and profits, but able and willing to drive social impact;Where our CSR and sustainability initiatives are slowly but surely changing lives and making a difference to thousands.From being just a textile company, we’ve come a long way and are striving every day to create opportunities where none exist."
Alkem Laboratori...,4.0,2kReviews),"Public, Mumbai,Maharashtra + 122 more, 49 years old, 10k-50k Employees (India)","Biotechnology, Pharma, Fortune India 500, Public, Mumbai,Maharashtra","About, Reviews 2k, Salaries 8.4k, Interviews 77, Jobs 16","A single idea, which sprouts from a human mind, contains the potential to create marvels that can influence generations. It can redefine rules, it can transform the world. Back in the year 1973, a team of individuals came with such an idea – The idea called Alkem. It was highly potent and resilient, like a spark that could ignite a thousand more ideas. And it did!Looking back at our 4 decade, illustrious journey, that one small idea has Not only triggered us to become one of India’s largest generic and specialty pharmaceutical company but also, create a foothold in over 50 countries32% of our revenue is generated via offshore sales. As well as we have consistently been ranked amongst the top ten pharmaceutical companies in India. Our portfolio includes illustrious brands like Clavam, Pan, Pan-D and Taxim-O, which feature amongst top 50 pharmaceutical brands in India. For over a decade, our dominance in anti-infective segment has remained unchallenged.We have 21 manufacturing facilities at multiple locations in India and the United States of America. Our upper-crest facilities are inspected and audited as per cGMP guidelines as laid down by leading regulatory authorities such as USFDA, MHRA - UK, SAHPRA-South Africa, TGA - Australia, ANVISA - Brazil, WHO - Geneva, TPD - Health Canada, PPB - Kenya, NDA - Uganda, MOH - Sudan, INVIMA - Colombia, TFDA - Tanzania, Zimbabwe, BfArM-Germany & Other Africa, Asian & CIS Countries."
Glenmark Pharmac...,4.1,2kReviews),"Public, Mumbai,Maharashtra + 114 more, 45 years old, 10k-50k Employees (India)","Pharma, Fortune India 500, Public, Mumbai,Maharashtra","About, Reviews 2k, Salaries 10.3k, Interviews 65, Jobs 79","Glenmark is a leading global innovative pharmaceutical company committed to enriching lives worldwide. Our vision is to discover possibilities and make lives of patients better across the globe by developing cures for unmet medical needs. We have a rich pipeline of innovative molecules in various phases of development which are targeted in areas of oncology, respiratory and dermatology."
Pidilite Industr...,4.4,2.1kReviews),"Public, Mumbai,Maharashtra + 187 more, 63 years old, 5k-10k Employees (India)","Consumer goods, Manufacturing, Chemicals, Fortune India 500, Public, Mumbai,Maharashtra","About, Reviews 2.1k, Salaries 8.3k, Interviews 72, Jobs 20","Pidilite is a consumer centric company committed to quality and innovation. For decades, we have been pioneering products for small to large applications, at home and industry, which have forged strong bonds with people from all walks of life.From adhesives, sealants, waterproofing solutions and construction chemicals to arts & crafts, industrial resins, polymers and more, our product portfolio is as diverse as it is ever-evolving. Today, our brands are trusted household and industrial names, and we are the market leader in adhesives.A robust and growing network makes our products accessible across demographics and geographies.We also embrace our responsibility towards the community through social initiatives in rural development, education and healthcare."
ABB Group,4.1,2kReviews),"Public, Zurich + 84 more, 21 years old, 10k-50k Employees (India)","Manufacturing, Electronics, Electrical Equipment, Forbes Global 2000, Fortune India 500, Public","About, Reviews 2k, Salaries 13.5k, Interviews 81, Jobs 1","ABB is a technology leader that is driving the digital transformation of industries. With a history of innovation spanning more than 130 years, ABB has four customer-​focused, globally leading businesses: Electrification, Industrial Automation, Motion, and Robotics & Discrete Automation, supported by the ABB Ability™ digital platform. ABB’s Power Grids business will be divested to Hitachi in 2020. ABB operates in more than 100 countries with about 147,000 employees."
Suzlon Group,4.1,2kReviews),"Public, Pune,Maharashtra + 87 more, 27 years old, 5k-10k Employees (India)","Internet, Manufacturing, Power, Fortune India 500, Public","About, Reviews 2k, Salaries 8.5k, Interviews 61, Jobs 17","Suzlon Group is among the world's leading renewable energy solutions provider that is revolutionising and redefining the way sustainable energy sources are harnessed across the world. Present in 18 countries across Asia, Australia, Europe, Africa and the Americas, Suzlon is powering a greener tomorrow with its strong competencies in renewable energy systems. Suzlon’s extensive range of robust and reliable products backed by its cutting-edge R&D and more than two decades of expertise are designed to ensure optimum performance, higher yields and maximum return on investment for the customers.Sustainable development is the creed that underpins Suzlon’s bespoke initiatives to protect the environment, strengthen communities and propel responsible growth. Suzlon is headquartered in One Earth - Pune, which is a Platinum LEED (Leadership in Energy and Environment Design) certified and GRIHA 5 star rated campus and is also among the greenest corporate campuses in the world."
DTDC Express,3.9,2kReviews),"Private, Bangalore/Bengaluru,Karnataka + 192 more, 32 years old, 5k-10k Employees (India)","Logistics / Shipping, Logistics, Bangalore/Bengaluru,Karnataka","About, Reviews 2k, Salaries 8k, Interviews 65, Jobs 83","Established in 1990 and headquartered at Bangalore, DTDC has 7 Zonal offices, 20 strategically located Regional Offices and over 430 operating facilities spread across India. DTDC has now embarked upon its journey of transforming its identity from an Express Document Player to an Integrated Parcels driven business through its strategic partnership with Geopost's DPD group - Europe's second largest Parcels Delivery player. The brand name is now being re-christened to DTDC Express Limited as the company focuses to enhance their expertise in the logistics sector under their Vision 2020 program.The strategy behind the repositioning of the brand is to project DTDC as a complete express logistics player that delivers significant value in the markets that it operates in across the globe. DTDC Express Limited has its presence in more than 500 district headquarters through its large network of more than 10500 franchisees and extends services to over 10,500 Pin codes while handling more than 12 million shipments every month.DTDC Express Limited also has a significant global footprint and services 240 international locations including USA, UK, Canada, UAE, Hong Kong, Australia, China and all Asian countries, through its own operations, joint ventures and business associates. A key part of the success of DTDC’s network is the contribution of its people. It comprises of a family of 35,000 people including employees, franchisees and their associates who are committed to its spirit of service."
Deutsche Bank,4.2,2.2kReviews),"Private, Frankfurt + 29 more, 152 years old, 10k-50k Employees (India)","Financial Services, Banking, Forbes Global 2000, Fortune India 500","About, Reviews 2.2k, Salaries 21.1k, Interviews 149, Jobs 425","Deutsche Bank is the leading German bank with strong European roots and a global network. The bank focuses on its strengths in a Corporate Bank newly created in 2019, a leading Private Bank, a focused investment bank, and asset management.We provide banking services to companies, governments, institutional investors, small and medium-sized businesses, and private individuals. Deutsche Bank was founded in 1870 to accompany German businesses into the world. We’ve worked across borders ever since.We have established strong bases in all major emerging markets, and therefore have good prospects for business growth in fast-growing economies, including the Asia Pacific region, Central and Eastern Europe, and Latin America. In Europe, we are well placed to benefit from the aforementioned resilient conditions in our home market, Germany, and from continued strong levels of corporate activity in the euro zone."
Havells,4.3,2.2kReviews),"Public, Noida,Uttar Pradesh + 129 more, 39 years old, 5k-10k Employees (India)","Manufacturing, Electronics, Electrical Equipment, Fortune India 500, Public, Noida,Uttar Pradesh","About, Reviews 2.2k, Salaries 11.7k, Interviews 65, Jobs 32","Havells India Limited is a leading Fast Moving Electrical Goods (FMEG) Company and a major power distribution equipment manufacturer with a strong global presence. Havells enjoys enviable market dominance across a wide spectrum of products, including Industrial & Domestic Circuit Protection Devices, Cables & Wires, Motors, Fans, Modular Switches, Home Appliances, Air Conditioners, Electric Water Heaters, Power Capacitors, Luminaires for Domestic, Commercial and Industrial Applications."
Honda Motorcycle...,4.2,2kReviews),"Private, Gurgaon/Gurugram,Haryana + 172 more, 23 years old, 1k-5k Employees (India)","Automobile, Manufacturing, Urban Transport, Fortune India 500, Gurgaon/Gurugram,Haryana","About, Reviews 2k, Salaries 10.2k, Interviews 66, Jobs","Honda is the world’s largest manufacturer of two wheelers, Recognized over the world as the symbol of Honda Two Wheelers, the ‘Wings’ arrived in India as Honda Motorcycle and Scooter India Pvt. Ltd. (HMSI), a 100% subsidiary of Honda Motor Company Ltd., Japan, in 1999. Since its establishment in 1999 at Manesar, District Gurgaon, Haryana, Honda has lived up to its reputation of offering the highest quality products at the most reasonable price. Despite being one of the youngest players in the Indian two-wheelers market, Honda has become the largest two wheeler manufacturer as well as the second largest two-wheelers company in India."
L&T Technology S...,3.4,2kReviews),"Public, Vadodara/Baroda,Gujarat + 24 more, 10 years old, 10k-50k Employees (India)","IT Services & Consulting, Public, Vadodara/Baroda,Gujarat","About, Reviews 2k, Salaries 23.3k, Interviews 150, Jobs","L&T Technology Services Limited (LTTS) is a global leader in Engineering and R&D (ER&D) services. With 470+ patents filed for 51 of the Global Top 100 ER&D spenders, LTTS lives and breathes engineering. Our innovations speak for itself – World’s 1st Autonomous Welding Robot, Solar ‘Connectivity’ Drone, and the Smartest Campus in the World, to name a few."
